NO,共通ID,施設・場所名,住所,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,指定避難所との住所同一,緯度,経度,備考
1638,E1320100117201,松枝小学校,東京都八王子市楢原町601-13,1,1,,1,,,1,,1,35.685006021316,139.30140342627,想定収容人数：地震（屋外）6477人、風水害（屋内）1159人
1639,E1320100118201,東京都立大学,東京都八王子市南大沢1-1,,,,1,,,,,,35.618939750904,139.38002201945,想定収容人数：地震（屋外）260606人
1640,E1320100119201,南大沢市民センター,東京都八王子市南大沢2-27,1,1,,,,,1,,1,35.611756263814,139.37919960932,想定収容人数：風水害（屋内）456人
1641,E1320100120201,柏木小学校,東京都八王子市南大沢3-3,1,1,,1,,,1,,1,35.609954636802,139.38347864607,想定収容人数：地震（屋外）5312人、風水害（屋内）1323人
1642,E1320100121201,南大沢中学校,東京都八王子市南大沢3-7,1,1,,1,,,1,,1,35.608413738789,139.38052477723,想定収容人数：地震（屋外）5766人、風水害（屋内）1593人
1643,E1320100122201,南大沢小学校,東京都八王子市南大沢4-18,1,,,1,,,1,,1,35.608259929585,139.37492051525,想定収容人数：地震（屋外）7098人、風水害（屋内）1421人
1644,E1320100123201,宮上小学校,東京都八王子市南大沢5-10,1,1,,1,,,1,,1,35.610067570373,139.37153022607,想定収容人数：地震（屋外）6135人、風水害（屋内）1568人
1645,E1320100124201,宮上中学校,東京都八王子市南大沢5-5,1,1,,1,,,1,,1,35.612618819465,139.37323885738,想定収容人数：地震（屋外）7630人、風水害（屋内）1834人
1646,E1320100125201,弐分方小学校,東京都八王子市弐分方町520-1,1,1,,1,,,1,,1,35.672110184631,139.28841583005,想定収容人数：地震（屋外）4362人、風水害（屋内）1250人
1647,E1320100126201,元八王子小学校,東京都八王子市弐分方町761,1,1,,1,,,1,,1,35.669370957707,139.29186383048,想定収容人数：地震（屋外）5583人、風水害（屋内）1378人
1648,E1320100127201,たがの杜小中学校（第二小学校）,東京都八王子市八木町7-1,1,1,,1,,,1,,1,35.661770332513,139.32269754328,想定収容人数：地震（屋外）3275人風水害（屋内）1409人
1649,E1320100128201,美山小学校,東京都八王子市美山町1892,1,1,,1,,,1,,1,35.69051988736,139.24816536001,想定収容人数：地震（屋外）4463人、風水害（屋内）783人
1650,E1320100129201,横山第二小学校,東京都八王子市並木町26-1,1,1,,1,,,1,,1,35.653771659176,139.3019034953,想定収容人数：地震（屋外）3764人、風水害（屋内）1388人
1651,E1320100130201,松木中学校,東京都八王子市別所1-34-1,1,1,,1,,,1,,1,35.618432474033,139.39136910195,想定収容人数：地震（屋外）10412人、風水害（屋内）1911人
1652,E1320100131201,長池小学校,東京都八王子市別所1-55,1,1,,1,,,1,,1,35.610519637261,139.38858978777,想定収容人数：地震（屋外）7515人、風水害（屋内）1560人
1653,E1320100132201,別所中学校,東京都八王子市別所2-28,,1,,1,,,,,1,35.618805362883,139.40032862682,想定収容人数：地震（屋外）9557人、風水害（屋内）1503人
1654,E1320100133201,別所小学校,東京都八王子市別所2-44,1,1,,1,,,1,,1,35.613704694449,139.39554016647,想定収容人数：地震（屋外）7057人、風水害（屋内）1616人
1655,E1320100134201,秋葉台小学校,東京都八王子市別所2-5,1,1,,1,,,1,,1,35.624635835254,139.40586902824,想定収容人数：地震（屋外）6230人、風水害（屋内）1399人
1656,E1320100135201,片倉台小学校,東京都八王子市片倉町1318,1,1,,1,,,1,,1,35.630913384358,139.34621842342,想定収容人数：地震（屋外）5366人、風水害（屋内）1303人
1657,E1320100136201,東京工科大学,東京都八王子市片倉町1404-1,,,,1,,,,,,35.625699029013,139.34149107164,想定収容人数：地震（屋外）211498人
1658,E1320100137201,片倉高等学校,東京都八王子市片倉町1643,1,1,,1,,,1,,1,35.630016926176,139.33905955309,想定収容人数：地震（屋外）5830人、風水害（屋内）843人
1659,E1320100138201,由井第二小学校,東京都八王子市片倉町2180,,1,,1,,,,,1,35.636354452732,139.33820104661,想定収容人数：地震（屋外）3744人、風水害（屋内）1039人
1660,E1320100139201,由井中学校,東京都八王子市片倉町553,1,1,,1,,,1,,1,35.644391975739,139.34021562863,想定収容人数：地震（屋外）3696人、風水害（屋内）1584人
1661,E1320100140201,由井市民センター,東京都八王子市片倉町702-1,1,1,,,,,1,,1,35.641329837906,139.34021141828,想定収容人数：風水害（屋内）383人
1662,E1320100141201,高嶺小学校,東京都八王子市北野台4-21-1,1,1,,1,,,1,,1,35.628050769192,139.35085989326,想定収容人数：地震（屋外）5973人、風水害（屋内）1364人
1663,E1320100142201,東京薬科大学,東京都八王子市堀之内1432-1,,,,1,,,,,,35.638512966675,139.38388483729,想定収容人数：地震（屋外）5500人
1664,E1320100143201,第四小学校,東京都八王子市明神町2-15-1,1,1,,1,,,1,,1,35.657353288921,139.3457090741,想定収容人数：地震（屋外）4508人、風水害（屋内）1295人
1665,E1320100144201,第五中学校,東京都八王子市明神町4-19-1,,1,,1,,,,,1,35.661355026021,139.34398054479,想定収容人数：地震（屋外）3513人、風水害（屋内）1558人
1666,E1320100145201,南多摩中等教育学校,東京都八王子市明神町4-20-1,1,1,,1,,,1,,1,35.660145585345,139.34352883563,想定収容人数：地震（屋外）4458人、風水害（屋内）651人
1667,E1320100146201,鑓水中学校,東京都八王子市鑓水2-67,1,1,,1,,,1,,1,35.612215475599,139.35999778027,想定収容人数：地震（屋外）4824人、風水害（屋内）1790人
1668,E1320100147201,鑓水小学校,東京都八王子市鑓水2-74,1,1,,1,,,1,,1,35.6126886545,139.36379140936,想定収容人数：地震（屋外）6761人、風水害（屋内）1648人
1669,E1320100148201,横山南市民センター,東京都八王子市椚田町137-3,1,1,,,,,1,,1,35.63380315982,139.31058837302,想定収容人数：風水害（屋内）459人
1670,E1320100149201,椚田中学校,東京都八王子市椚田町172,1,1,,1,,,1,,1,35.633970519346,139.30921724614,想定収容人数：地震（屋外）6867人、風水害（屋内）1781人
1671,E1320100150201,椚田小学校,東京都八王子市椚田町571-2,1,1,,1,,,1,,1,35.637019456737,139.3013985875,想定収容人数：地震（屋外）6179人、風水害（屋内）1355人
1672,E1340100032201,都立八丈高等学校,東京都八丈町大賀郷3020,1,1,1,1,1,1,1,1,1,33.107244,139.780319,
1673,E1311900001201,加賀小学校,東京都板橋区稲荷台23-1,1,,,1,,,,,,35.761447,139.71043,
1674,E1311900002201,中根橋小学校,東京都板橋区栄町14-1,,,,1,,,,,,35.755926,139.700909,
1675,E1311900003201,旧板橋第九小学校,東京都板橋区栄町6-1,1,,,1,,,,,,35.754677,139.704234,
1676,E1311900004201,加賀中学校,東京都板橋区加賀2-19-1,1,,,1,,,,,,35.760674,139.71613,
1677,E1311900005201,金沢小学校,東京都板橋区加賀2-2-1,,,,1,,,,,,35.755455,139.715041,
1678,E1311900006201,向原小学校,東京都板橋区向原2-34-1,1,,,1,,,,,,35.741613,139.68161,
1679,E1311900007201,上板橋第二中学校,東京都板橋区向原3-1-12,1,,,1,,,1,,,35.744232,139.685509,
1680,E1311900008201,板橋第二中学校,東京都板橋区幸町26-1,1,,,1,,,,,,35.745615,139.697371,
1681,E1311900009201,西台中学校,東京都板橋区高島平1-4-1,1,,,1,,,,,,35.781988,139.671675,
1682,E1311900010201,高島第六小学校,東京都板橋区高島平1-50-1,,,,1,,,,,,35.784801,139.670902,
1683,E1311900011201,高島第二中学校,東京都板橋区高島平2-24-1,1,,,1,,,,,,35.785281,139.660479,
1684,E1311900012201,高島第二小学校,東京都板橋区高島平2-25-1,1,,,1,,,,,,35.785009,139.661904,
1685,E1311900013201,高島第五小学校,東京都板橋区高島平3-11-1,1,,,1,,,,,,35.78687,139.657055,
1686,E1311900014201,高島第三小学校,東京都板橋区高島平4-21-1,1,,,1,,,,,,35.788867,139.65009,
1687,E1311900015201,高島第三中学校,東京都板橋区高島平4-22-1,1,,,1,,,,,,35.78827,139.651094,
1688,E1311900016201,高島第一小学校,東京都板橋区高島平7-24-1,,,,1,,,,,,35.791923,139.659808,
1689,E1311900017201,高島第一中学校,東京都板橋区高島平8-26-1,,,,1,,,,,,35.791907,139.662953,
1690,E1311900018201,志村第五中学校,東京都板橋区坂下2-1-20,,,,1,,,,,,35.782365,139.685786,
1691,E1311900019201,志村第六小学校,東京都板橋区坂下2-18-1,,,,1,,,,,,35.783777,139.680686,
1692,E1311900020201,志村第三中学校,東京都板橋区坂下2-21-1,,,,1,,,,,,35.783728,139.683326,
1693,E1311900021201,桜川中学校,東京都板橋区桜川1-2-1,1,,,1,,,,,,35.756124,139.677231,
1694,E1311900022201,三園小学校,東京都板橋区三園1-24-1,1,,,1,,,,,,35.790335,139.637488,
1695,E1311900023201,志村第二小学校,東京都板橋区志村1-7-1,1,1,,1,,,1,,,35.772598,139.697821,
1696,E1311900024201,志村小学校,東京都板橋区志村2-16-3,1,,,1,,,,,,35.775317,139.686678,
1697,E1311900025201,志村第四中学校,東京都板橋区志村3-15-1,1,,,1,,,,,,35.776542,139.684006,
1698,E1311900026201,若木小学校,東京都板橋区若木1-14-1,1,1,,1,,,1,,,35.769345,139.67538,
1699,E1311900027201,総合ケアセンター若葉ゆめの園,東京都板橋区若木3-15-1,,,,1,,,,,,35.772063,139.674259,
1700,E1311900028201,舟渡小学校,東京都板橋区舟渡3-6-15,,,,1,,,,,,35.793629,139.681513,
1701,E1311900029201,志村第二中学校,東京都板橋区小豆沢1-21-1,1,,,1,,,,,,35.775421,139.702951,
1702,E1311900030201,志村コミュニティホール,東京都板橋区小豆沢1-8-1,1,,,,,,,,,35.773218,139.700016,
1703,E1311900031201,小豆沢体育館,東京都板橋区小豆沢3-1-1,1,,,,,,,,,35.778451,139.698292,
1704,E1311900032201,志村第四小学校,東京都板橋区小豆沢4-13-1,1,1,,1,,,1,,,35.780084,139.701101,
1705,E1311900033201,上板橋第二小学校,東京都板橋区小茂根1-14-1,1,1,,1,,,1,,,35.747708,139.680177,
1706,E1311900034201,上板橋第一中学校（小茂根校舎）,東京都板橋区小茂根1-2-1,1,,,1,,,,,,35.747452,139.680862,
1707,E1311900035201,上板橋第四小学校,東京都板橋区上板橋1-3-1,1,,,1,,,,,,35.76153,139.678886,
1708,E1311900036201,常盤台小学校,東京都板橋区常盤台1-6-1,1,,,1,,,,,,35.759492,139.691168,
1709,E1311900037201,上板橋第三中学校,東京都板橋区常盤台3-30-1,1,,,1,,,,,,35.763485,139.68228,
1710,E1311900038201,新河岸小学校,東京都板橋区新河岸1-3-1,,,,1,,,,,,35.793751,139.665177,
1711,E1311900039201,成増小学校,東京都板橋区成増1-11-1,1,1,,1,,,1,,,35.774313,139.631951,
1712,E1311900040201,成増生涯学習センター,東京都板橋区成増1-12-4,1,,,,,,,,,35.774659,139.632752,
1713,E1311900041201,成増アクトホール,東京都板橋区成増3-11,1,,,,,,,,,35.778445,139.63308,
1714,E1311900042201,成増ヶ丘小学校,東京都板橋区成増3-17-7,1,,,1,,,,,,35.780884,139.634444,
1715,E1311900043201,赤塚第二中学校,東京都板橋区成増3-18-1,1,1,,1,,,1,,,35.78078,139.6332,
1716,E1311900044201,志村第三小学校,東京都板橋区清水町83-1,1,,,1,,,,,,35.766907,139.705108,
1717,E1311900045201,志村第五小学校,東京都板橋区西台3-38-23,1,1,,1,,,1,,,35.776933,139.668473,
1718,E1311900046201,赤塚小学校,東京都板橋区赤塚3-1-22,1,,,1,,,,,,35.777863,139.640558,
1719,E1311900047201,赤塚体育館,東京都板橋区赤塚5-6-1,1,,,,,,,,,35.777897,139.641775,
1720,E1311900048201,下赤塚小学校,東京都板橋区赤塚6-14-1,1,,,1,,,,,,35.774634,139.642833,
1721,E1311900049201,赤塚第三中学校,東京都板橋区赤塚7-27-15,1,1,,1,,,1,,,35.779742,139.64806,
1722,E1311900050201,赤塚新町小学校,東京都板橋区赤塚新町3-31-1,1,,,1,,,,,,35.769267,139.636041,
1723,E1311900051201,志村第一小学校,東京都板橋区泉町17-1,1,,,1,,,,,,35.766389,139.701485,
1724,E1311900052201,富士見台小学校,東京都板橋区前野町1-10-1,1,,,1,,,,,,35.763895,139.695334,
1725,E1311900053201,北前野小学校,東京都板橋区前野町5-44-3,1,,,1,,,,,,35.773031,139.68505,
1726,E1311900054201,前野小学校,東京都板橋区前野町6-40-1,1,1,,1,,,1,,,35.768392,139.687633,
1727,E1311900055201,板橋第八小学校,東京都板橋区双葉町42-1,1,,,1,,,1,,,35.759627,139.700034,
1728,E1311900056201,志村坂下小学校,東京都板橋区相生町26-14,1,,,1,,,,,,35.77897,139.68021,
1729,E1311900057201,志村第一中学校,東京都板橋区大原町33-1,1,1,,1,,,1,,,35.767221,139.69704,
1730,E1311900058201,大原生涯学習センター,東京都板橋区大原町5-18,1,,,,,,,,,35.769708,139.700104,
1731,E1311900059201,板橋第七小学校,東京都板橋区大山金井町31-1,1,,,1,,,,,,35.745568,139.704657,
1732,E1311900060201,板橋第六小学校,東京都板橋区大山町13-1,1,,,1,,,,,,35.747209,139.700276,
1733,E1311900061201,板橋第一中学校,東京都板橋区大山東町50-1,1,,,1,,,,,,35.750455,139.704774,
1734,E1311900062201,文化会館,東京都板橋区大山東町51-1,1,,,,,,,,,35.749515,139.704622,
1735,E1311900063201,板橋第十小学校,東京都板橋区大谷口上町43-1,1,,,1,,,,,,35.747648,139.692583,
1736,E1311900064201,大谷口小学校,東京都板橋区大谷口北町21-1,1,,,1,,,,,,35.750693,139.689989,
1737,E1311900065201,板橋第五小学校,東京都板橋区中丸町19-1,1,,,1,,,,,,35.741643,139.70482,
1738,E1311900066201,中台中学校,東京都板橋区中台1-56-23,1,1,,1,,,1,,,35.769106,139.680221,
1739,E1311900067201,中台小学校,東京都板橋区中台1-9-7,1,,,1,,,,,,35.766482,139.681188,
1740,E1311900068201,中台ふれあい館,東京都板橋区中台2-14-1,1,,,,,,,,,35.769919,139.680222,
1741,E1311900069201,緑小学校,東京都板橋区中台3-27-1,1,,,1,,,,,,35.772598,139.679513,
1742,E1311900070201,仲町ふれあい館,東京都板橋区仲町20-5,1,,,,,,,,,35.751153,139.6964,
1743,E1311900071201,上板橋小学校,東京都板橋区東山町47-3,1,,,1,,,1,,,35.755284,139.686322,
1744,E1311900072201,桜川小学校,東京都板橋区東新町2-29-1,,,,1,,,,,,35.755133,139.678301,
1745,E1311900073201,徳丸小学校,東京都板橋区徳丸1-21-1,1,1,,1,,,1,,,35.771766,139.666537,
1746,E1311900074201,徳丸ふれあい館,東京都板橋区徳丸2-12-12,1,,,,,,,,,35.772117,139.660353,
1747,E1311900075201,北野小学校,東京都板橋区徳丸3-23-1,1,,,1,,,,,,35.771601,139.657118,
1748,E1311900076201,赤塚第一中学校,東京都板橋区徳丸4-13-1,1,,,1,,,,,,35.771746,139.652334,
1749,E1311900077201,紅梅小学校,東京都板橋区徳丸8-10-1,1,1,,1,,,1,,,35.781283,139.657542,
1750,E1311900079201,板橋第二小学校,東京都板橋区板橋2-52-1,1,,,1,,,,,,35.753791,139.707683,
1751,E1311900080201,板橋第五中学校,東京都板橋区板橋4-49-3,,,,1,,,,,,35.752466,139.719547,
1752,E1311900081201,板橋第四小学校,東京都板橋区板橋4-9-13,1,,,1,,,1,,,35.74992,139.716439,
1753,E1311900082201,板橋第一小学校,東京都板橋区氷川町13-1,1,,,1,,,,,,35.753778,139.70764,
1754,E1311900083201,板橋第三中学校,東京都板橋区氷川町22-3,1,,,1,,,,,,35.755302,139.706817,
1755,E1311900084201,旧板橋第四中学校,東京都板橋区富士見町3-1,1,,,1,,,,,,35.760957,139.701131,
1756,E1311900085201,弥生小学校,東京都板橋区弥生町19-1,,,,1,,,,,,35.753803,139.694736,
1757,E1311900086201,蓮根小学校,東京都板橋区蓮根3-10-1,,,,1,,,,,,35.787757,139.676448,
1758,E1311900087201,蓮根第二小学校,東京都板橋区蓮根3-15-5,,,,1,,,,,,35.788232,139.677801,
1759,E1310900019201,第三日野小学校,東京都品川区上大崎1-19-19,1,1,1,,,,,,1,35.632641,139.72435,
1760,E1310900006201,上大崎シルバーセンター,東京都品川区上大崎1-3-12,,1,,,,,,,,35.634586,139.72226,
1761,E1310900024201,第四日野小学校,東京都品川区西五反田4-29-9,1,,1,,,,,,1,35.608997,139.730225,
1762,E1310900025201,第一日野小学校,東京都品川区西五反田6-5-32,1,,1,,,,,,1,35.622047,139.715668,
1763,E1310900034201,三木小学校,東京都品川区西品川3-16-28,1,,1,,,,,,1,35.614922,139.726959,
1764,E1310900037201,大井第一小学校,東京都品川区大井6-1-32,1,,1,,,,,,1,35.598705,139.730713,
1765,E1310900039201,芳水小学校,東京都品川区大崎3-12-22,1,,1,,,,,,1,35.618809,139.724792,
1766,E1310900048201,立会小学校,東京都品川区東大井4-15-9,1,1,1,,,,,,1,35.604801,139.739777,
1767,E1310900058201,浜川小学校,東京都品川区南大井4-3-27,1,,1,,,,,,1,35.597939,139.735626,
1768,E1310900060201,城南小学校,東京都品川区南品川2-8-21,1,,1,,,,,,1,35.612305,139.74411,
1769,E1310900063201,浅間台小学校,東京都品川区南品川6-8-8,1,,1,,,,,,1,35.611416,139.736923,
1770,E1310900079201,品川学園,東京都品川区北品川3-9-30,1,1,1,,,,,,1,35.617058,139.738342,
1771,E1310900080201,御殿山小学校,東京都品川区北品川5-2-6,1,1,1,,,,,,1,35.623569,139.731628,
1772,E1320600001201,明星学苑,東京都府中市栄町1-1,1,1,,1,,1,1,1,,35.6872427890929,139.482685960913,
1773,E1320600002201,府中高等学校,東京都府中市栄町3-3,1,1,,1,,1,1,1,,35.6879054032889,139.474514691295,
1774,E1320600003201,府中市立府中第九小学校,東京都府中市栄町3-7,1,1,,1,,1,1,1,1,35.6868094896246,139.471647635807,
1775,E1320600004201,多摩川緑地押立地区,東京都府中市押立5,,1,,1,,1,,1,,35.6527163602551,139.514738881481,
1776,E1320600005201,府中市立府中第六中学校,東京都府中市押立町1-2,,1,,1,,1,,1,1,35.6607619397037,139.507252181999,
1777,E1320600006201,府中東高等学校,東京都府中市押立町4-21,,1,,1,,1,,1,,35.656544837293,139.515338596701,
1778,E1320600008201,府中市立府中第一中学校,東京都府中市幸町1-22,1,1,,1,,1,1,1,1,35.6809837237192,139.480340061816,
1779,E1320600009201,東京農工大学,東京都府中市幸町3,1,1,,1,,1,1,1,,35.684182032593,139.481258859218,
1780,E1320600010201,府中市立府中第二中学校,東京都府中市紅葉丘1-23,1,1,,1,,1,1,1,1,35.6727076398001,139.50909066937,
1781,E1320600012201,府中市立府中第八中学校,東京都府中市四谷1-2827,,1,,1,,1,,1,1,35.6586206526119,139.446226708898,
1782,E1320600014201,府中市立四谷小学校,東京都府中市四谷3-2740,,1,,1,,1,,1,1,35.6591190581898,139.444785577863,
1783,E1320600015201,府中工業高等学校,東京都府中市若松町2-19,1,1,,1,,1,1,1,,35.6721059342362,139.500345222683,
1784,E1320600016201,府中市立若松小学校,東京都府中市若松町3-11,1,1,,1,,1,1,1,1,35.6732285815658,139.499331399118,
1785,E1320600017201,府中市立府中第十小学校,東京都府中市若松町4-29,1,,,1,,1,1,1,1,35.6774314770514,139.508564743438,
1786,E1320600018201,農業高等学校,東京都府中市寿町1-10,1,1,,1,,1,1,1,,35.6762124058547,139.478707580085,
1787,E1320600019201,市民球場・市民陸上競技場・都立農業高校,東京都府中市寿町2,1,1,,1,,1,1,1,,35.6768268140263,139.475902164521,
1788,E1320600020201,府中市立府中第一小学校,東京都府中市寿町2-6,1,1,,1,,1,1,1,1,35.6743081372551,139.477183314866,
1789,E1320600021201,多摩川緑地住吉地区,東京都府中市住吉2,,1,,1,,1,,1,,35.6543090661455,139.457611963106,
1790,E1320600023201,府中市立住吉小学校,東京都府中市住吉町2-30,,1,,1,,1,,1,1,35.6560624240745,139.459382210101,
1791,E1320600024201,府中市立府中第九中学校,東京都府中市小柳町2-49,,1,,1,,1,,1,1,35.6627992430316,139.503556540472,
1792,E1320600025201,府中市立小柳小学校,東京都府中市小柳町3-21,,1,,1,,1,,1,1,35.6600128674765,139.504392318854,
1793,E1320600026201,府中市立新町小学校,東京都府中市新町1-25,1,1,,1,,1,1,1,1,35.6866443084688,139.485664777971,
1794,E1320600028201,府中市立府中第五中学校,東京都府中市新町2-44,1,1,,1,,1,1,1,1,35.6866005682483,139.493285319054,
1795,E1320600029201,府中市立府中第八小学校,東京都府中市是政1-34,,1,,1,,1,1,1,1,35.6626753819539,139.495351297953,
1796,E1320600031201,多摩川緑地是政・小柳町地区,東京都府中市是政4,,1,,1,,1,,1,,35.6543378684988,139.494397008311,
1797,E1320600032201,郷土の森サッカー場・郷土の森第２野球場,東京都府中市是政6,,1,,1,,1,,1,,35.6541476015919,139.480792497832,
1798,E1320600034201,府中市立府中第十中学校,東京都府中市西府町4-21,1,1,,1,,1,1,1,1,35.6784409035421,139.452820368479,
1799,E1320600035201,都立府中の森公園,東京都府中市浅間町1,1,1,,1,,1,1,1,,35.6766765712691,139.491160261966,
1800,E1320600036201,府中市立浅間中学校,東京都府中市浅間町1-1,1,1,,1,,1,1,1,1,35.6735192320367,139.491151483629,
1801,E1320600038201,都立多磨霊園・都立武蔵野公園,東京都府中市多磨町4,1,1,,1,,1,1,1,,35.6858485201412,139.514057077562,
1802,E1321000030201,多磨霊園,東京都府中市多磨町4-628,,,,,,1,,,,35.687361,139.51116,
1803,E1320600039201,都立武蔵野の森公園・朝日サッカー場,東京都府中市朝日町3,1,1,,1,,1,1,1,,35.675240171683,139.523772561439,
1804,E1320600040201,府中市立府中第六小学校,東京都府中市天神町4-14,1,1,,1,,1,1,1,1,35.6845433656063,139.492334990543,
1805,E1320600041201,東芝府中事業所,東京都府中市東芝町,1,1,,1,,1,1,1,,35.679329119173,139.468121742442,
1806,E1320600042201,府中市立南町小学校,東京都府中市南町3-6,,1,,1,,1,1,1,1,35.66196427247,139.467460689364,
1807,E1320600043201,東京競馬場,東京都府中市日吉町1,,1,,1,,1,1,1,,35.6625191330662,139.485142732598,
1808,E1320600044201,日本電気府中事業場,東京都府中市日新町1,,1,,1,,1,1,1,,35.6662991766638,139.456867193422,
1809,E1320600045201,府中西高等学校,東京都府中市日新町4-6,,1,,1,,1,1,1,,35.6718411709768,139.446452626227,
1810,E1320600046201,府中市立日新小学校,東京都府中市日新町5-22,,1,,1,,1,1,1,1,35.6681954789688,139.443645704422,
1811,E1320600047201,府中市立府中第四小学校,東京都府中市白糸台1-58,1,1,,1,,1,1,1,1,35.6668991568382,139.508130612976,
1812,E1320600049201,府中市立白糸台小学校,東京都府中市白糸台2-16,1,1,,1,,1,1,1,1,35.6694733661901,139.514119670465,
1813,E1320600050201,府中市立南白糸台小学校,東京都府中市白糸台6-48,,1,,1,,1,,1,1,35.6605460494476,139.516599710699,
1814,E1320600051201,府中市立府中第四中学校,東京都府中市美好町2-13,1,1,,1,,1,1,1,1,35.6738393810474,139.46534232309,
1815,E1320600054201,武蔵台緑地,東京都府中市武蔵台2,1,1,,1,,1,1,1,,35.6900375754371,139.462596738235,
1816,E1320600056201,府中市立武蔵台小学校,東京都府中市武蔵台2-3,1,1,,1,,1,1,1,1,35.6890532602969,139.463451837089,
1817,E1320600057201,府中市立府中第七中学校,東京都府中市武蔵台2-4,1,1,,1,,1,1,1,1,35.6890772344644,139.462179906845,
1818,E1320600059201,府中市立府中第三小学校,東京都府中市片町3-5,,1,,1,,1,1,1,1,35.6680063856189,139.472141214305,
1819,E1320600060201,府中市立府中第七小学校,東京都府中市北山町2-23,1,1,,1,,1,1,1,1,35.6875609876748,139.456311045954,
1820,E1320600061201,府中市立府中第五小学校,東京都府中市本宿町1-51,1,,,1,,1,1,1,1,35.6694083963723,139.458041507454,
1821,E1320600062201,府中市立本宿小学校,東京都府中市本宿町4-19,1,1,,1,,1,1,1,1,35.6796205935499,139.460870573161,
1822,E1320600063201,府中市立府中第三中学校,東京都府中市本町4-16,,1,,1,,1,1,1,1,35.6651123704018,139.468928581239,
1823,E1320600064201,府中市立矢崎小学校,東京都府中市矢崎町4-9,,1,,1,,1,,1,1,35.6578396577753,139.476107182536,
1824,E1320600066201,府中市立府中第二小学校,東京都府中市緑町1-29,1,1,,1,,1,1,1,1,35.6739505223435,139.486148336147,
1825,E1322300001201,伊奈平公園,東京都武蔵村山市伊奈平5-84,,,,1,,1,,,,35.7400633256507,139.371189970961,
1826,E1322300002201,プリンスの丘公園,東京都武蔵村山市榎1-1-12,,,,1,,1,,,,35.7430652917323,139.387686028658,
1827,E1322300003201,市立第九小学校,東京都武蔵村山市学園1-85-1,,,,1,,1,,,1,35.7478588305631,139.394275698641,
1828,E1322300004201,雷塚公園,東京都武蔵村山市学園4-4,,,,1,,1,,,,35.7452782882652,139.400016072788,
1829,E1322300005201,市民総合センター,東京都武蔵村山市学園4-5-1,,,,1,,1,,,1,35.7461969114943,139.403213453206,
1830,E1322300006201,市立雷塚小学校,東京都武蔵村山市学園4-6-1,,,,1,,1,,,1,35.7460225909146,139.401754202424,
1831,E1322300007201,小山内運動広場,東京都武蔵村山市岸2-13-4,,,,1,,1,,,,35.7644602888692,139.36534105195,
1832,E1322300008201,総合運動公園運動場（第三）,東京都武蔵村山市岸3-45-6,,,,1,,1,,,,35.7651848987681,139.372826590718,
1833,E1322300008204,総合運動公園運動場（第一）,東京都武蔵村山市岸3-45-6,,,,1,,1,,,,35.7657464068659,139.374714865866,
1834,E1322300008203,総合運動公園運動場（第二）,東京都武蔵村山市岸3-45-6,,,,1,,1,,,,35.7665908379374,139.373904838742,
1835,E1322300008202,総合体育館,東京都武蔵村山市岸3-45-6,,,,1,,1,,,,35.7647844409599,139.372016563594,
1836,E1322300009201,三ツ藤南公園,東京都武蔵村山市三ツ藤1-77-1,,,,1,,1,,,,35.7489291422842,139.380578803397,
1837,E1322300010201,市立第八小学校,東京都武蔵村山市三ツ藤2-50-1,,,,1,,1,,,1,35.7504311002818,139.375913808729,
1838,E1322300011201,山王森公園,東京都武蔵村山市三ツ藤3-27,,,,1,,1,,,,35.756201233989,139.370630346419,
1839,E1322300012201,三ツ木地域運動場,東京都武蔵村山市三ツ木1-15-2,,,,1,,1,,,,35.7564840057202,139.378497207054,
1840,E1322300013201,市立第二小学校,東京都武蔵村山市三ツ木2-12-2,,,,1,,1,,,1,35.758044789251,139.37396705826,
1841,E1322300014201,シドメ久保運動広場,東京都武蔵村山市残堀2-61-1,,,,1,,1,,,,35.7459674102451,139.370577819984,
1842,E1322300015201,残堀・伊奈平地域運動場,東京都武蔵村山市残堀4-21-1,,,,1,,1,,,,35.7478618177611,139.36915307828,
1843,E1322300016201,市立第十小学校,東京都武蔵村山市残堀5-100-1,,,,1,,1,,,1,35.7530179282834,139.366789441417,
1844,E1322300017201,市立第五中学校,東京都武蔵村山市残堀5-55,,,,1,,1,,,1,35.7534251224625,139.36892139419,
1845,E1322300018201,市立第三中学校,東京都武蔵村山市神明4-117-1,,,,1,,1,,,1,35.7498823417378,139.404007426439,
1846,E1322300019201,市立小中一貫校大南学園第七小学校,東京都武蔵村山市大南2-78-1,,,,1,,1,,,1,35.7398482793683,139.401901591582,
1847,E1322300020201,市立小中一貫校大南学園第四中学校,東京都武蔵村山市大南2-79-1,,,,1,,1,,,1,35.7400791340866,139.40056358256,
1848,E1322300021201,新大南運動広場,東京都武蔵村山市大南3-64-1,,,,1,,1,,,,35.7366061886531,139.403275880621,
1849,E1322300022201,大南東公園,東京都武蔵村山市大南5-2-4,,,,1,,1,,,,35.7353922816748,139.409296305429,
1850,E1322300023201,原山地域運動場,東京都武蔵村山市中央2-85-1,,,,1,,1,,,,35.7519972631498,139.393097992122,
1851,E1322300024201,中原公園,東京都武蔵村山市中原2-21-4,,,,1,,1,,,,35.7566995878845,139.363236203515,
1852,E1322300025201,経塚向公園,東京都武蔵村山市中原2-50-16,,,,1,,1,,,,35.7544325993445,139.36010263088,
